,age,job,marital,education,housing,loan,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
17748,45,housemaid,married,2.0,yes,no,1.4,93.918,-42.7,4.961,5228,no
9120,45,self-employed,married,2.0,no,no,1.4,94.465,-41.8,4.967,5228,no
26006,42,self-employed,single,7.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
6838,37,management,single,5.0,no,no,1.1,93.994,-36.4,4.857,5191,no
20026,33,technician,married,6.0,no,no,1.4,93.444,-36.1,4.966,5228,no
29924,42,blue-collar,divorced,4.0,no,no,-1.8,93.075,-47.1,1.405,5099,no
34813,33,blue-collar,single,3.0,no,no,-1.8,92.893,-46.2,1.266,5099,no
1161,42,retired,married,4.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
28672,45,entrepreneur,married,2.0,yes,no,-1.8,93.075,-47.1,1.41,5099,no
22521,33,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
17671,40,admin.,divorced,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
21716,56,retired,married,5.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
6371,29,housemaid,married,7.0,no,no,1.1,93.994,-36.4,4.857,5191,no
22374,57,technician,married,7.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
29238,33,technician,single,5.0,no,no,-1.8,93.075,-47.1,1.405,5099,no
461,42,technician,divorced,5.0,no,no,1.1,93.994,-36.4,4.857,5191,no
29500,31,technician,single,6.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
28264,27,technician,single,4.0,yes,no,-1.8,93.075,-47.1,1.445,5099,no
6207,38,blue-collar,single,5.0,no,no,1.1,93.994,-36.4,4.857,5191,no
8667,26,admin.,married,5.0,no,no,1.4,94.465,-41.8,4.864,5228,no
39583,19,student,single,4.0,yes,no,-1.8,93.876,-40.0,0.668,5009,no
38220,32,admin.,married,7.0,yes,yes,-3.4,92.431,-26.9,0.74,5018,no
36807,30,admin.,married,7.0,yes,no,-2.9,92.963,-40.8,1.26,5076,yes
23451,41,admin.,married,7.0,no,no,1.4,93.444,-36.1,4.964,5228,no
23201,47,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
38696,22,student,single,6.0,no,no,-3.4,92.649,-30.1,0.715,5018,yes
3032,37,housemaid,married,7.0,no,no,1.1,93.994,-36.4,4.859,5191,no
41124,37,technician,single,6.0,yes,no,-1.1,94.767,-50.8,1.044,4964,yes
28867,45,blue-collar,married,,yes,no,-1.8,93.075,-47.1,1.41,5099,no
30065,43,admin.,married,7.0,no,no,-1.8,93.075,-47.1,1.406,5099,yes
26574,33,technician,divorced,6.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
28481,24,services,single,5.0,yes,no,-1.8,93.075,-47.1,1.423,5099,yes
10155,49,technician,married,6.0,yes,yes,1.4,94.465,-41.8,4.958,5228,no
14038,53,management,married,4.0,no,yes,1.4,93.918,-42.7,4.963,5228,no
19138,32,unemployed,married,7.0,yes,no,1.4,93.444,-36.1,4.968,5228,no
29936,36,blue-collar,married,4.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
19694,39,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.968,5228,no
20150,44,management,married,7.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
5644,57,blue-collar,married,2.0,no,no,1.1,93.994,-36.4,4.857,5191,no
12793,26,blue-collar,married,4.0,no,no,1.4,93.918,-42.7,4.962,5228,no
12995,35,entrepreneur,married,4.0,no,no,1.4,93.918,-42.7,4.962,5228,no
5387,43,management,married,5.0,no,no,1.1,93.994,-36.4,4.857,5191,no
27663,49,blue-collar,married,4.0,no,no,-0.1,93.2,-42.0,4.021,5196,no
18822,48,housemaid,married,2.0,no,yes,1.4,93.444,-36.1,4.97,5228,no
346,50,services,divorced,6.0,no,no,1.1,93.994,-36.4,4.857,5191,no
12924,27,admin.,single,5.0,no,no,1.4,93.918,-42.7,4.962,5228,no
32276,31,blue-collar,single,5.0,yes,no,-1.8,92.893,-46.2,1.313,5099,no
11786,59,services,married,5.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
3939,47,management,married,2.0,no,no,1.1,93.994,-36.4,4.858,5191,yes
5151,33,entrepreneur,married,7.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
28819,24,blue-collar,married,6.0,no,no,-1.8,93.075,-47.1,1.41,5099,no
27091,34,management,married,7.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
38178,75,retired,divorced,2.0,yes,no,-3.4,92.431,-26.9,0.754,5018,yes
28252,59,retired,married,2.0,no,no,-1.8,93.075,-47.1,1.453,5099,no
5626,30,services,married,5.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
18463,33,technician,single,6.0,no,no,1.4,93.918,-42.7,4.968,5228,no
4419,41,housemaid,married,4.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
6982,34,services,married,5.0,no,no,1.1,93.994,-36.4,4.86,5191,yes
2510,37,admin.,married,5.0,no,no,1.1,93.994,-36.4,4.856,5191,no
32084,44,admin.,married,5.0,no,no,-1.8,92.893,-46.2,1.313,5099,no
14249,34,blue-collar,married,3.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
35574,36,blue-collar,married,4.0,yes,no,-1.8,92.893,-46.2,1.244,5099,no
24914,34,blue-collar,single,5.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
34173,34,unemployed,single,5.0,no,no,-1.8,92.893,-46.2,1.281,5099,no
14205,54,blue-collar,single,,yes,no,1.4,93.918,-42.7,4.962,5228,no
33391,43,management,married,3.0,yes,no,-1.8,92.893,-46.2,1.291,5099,no
19669,36,admin.,married,5.0,no,no,1.4,93.444,-36.1,4.968,5228,no
19643,33,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.968,5228,no
32111,60,management,married,2.0,no,no,-1.8,92.893,-46.2,1.313,5099,no
13638,40,technician,married,4.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
28930,48,blue-collar,married,3.0,no,no,-1.8,93.075,-47.1,1.405,5099,no
21042,31,technician,married,6.0,,,1.4,93.444,-36.1,4.964,5228,no
6769,42,blue-collar,married,2.0,no,no,1.1,93.994,-36.4,4.857,5191,no
1825,53,admin.,married,7.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
22049,31,technician,single,5.0,yes,yes,1.4,93.444,-36.1,4.964,5228,no
32599,30,admin.,married,5.0,yes,no,-1.8,92.893,-46.2,1.299,5099,no
35987,33,admin.,married,7.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
6381,35,admin.,single,6.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
40168,47,admin.,single,4.0,yes,yes,-1.7,94.215,-40.3,0.846,4992,yes
86,41,management,married,3.0,no,no,1.1,93.994,-36.4,4.857,5191,no
17397,43,management,married,7.0,yes,yes,1.4,93.918,-42.7,4.962,5228,no
26427,31,entrepreneur,single,5.0,no,no,-0.1,93.2,-42.0,4.076,5196,no
29431,46,entrepreneur,single,7.0,yes,yes,-1.8,93.075,-47.1,1.405,5099,no
32948,32,technician,single,5.0,no,no,-1.8,92.893,-46.2,1.299,5099,no
20477,31,self-employed,married,7.0,no,no,1.4,93.444,-36.1,4.966,5228,no
32456,34,technician,married,6.0,no,no,-1.8,92.893,-46.2,1.313,5099,no
7014,57,technician,married,2.0,no,no,1.1,93.994,-36.4,4.86,5191,no
9228,54,blue-collar,married,4.0,,,1.4,94.465,-41.8,4.967,5228,no
33240,32,entrepreneur,married,5.0,,,-1.8,92.893,-46.2,1.291,5099,no
18411,48,entrepreneur,married,7.0,yes,no,1.4,93.918,-42.7,4.968,5228,no
1193,38,admin.,single,7.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
31146,39,blue-collar,divorced,4.0,no,no,-1.8,92.893,-46.2,1.334,5099,no
3661,49,admin.,divorced,5.0,yes,no,1.1,93.994,-36.4,4.859,5191,yes
26355,32,admin.,married,5.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
33522,28,student,single,7.0,no,no,-1.8,92.893,-46.2,1.291,5099,no
19991,44,self-employed,married,6.0,,,1.4,93.444,-36.1,4.966,5228,no
17136,56,blue-collar,married,4.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
2322,48,admin.,divorced,5.0,no,yes,1.1,93.994,-36.4,4.856,5191,no
9108,30,blue-collar,married,4.0,,,1.4,94.465,-41.8,4.967,5228,no
10447,37,technician,single,7.0,no,no,1.4,94.465,-41.8,4.96,5228,no
26580,44,admin.,single,7.0,yes,yes,-0.1,93.2,-42.0,4.076,5196,no
33774,31,technician,single,6.0,yes,yes,-1.8,92.893,-46.2,1.281,5099,no
38612,30,admin.,single,7.0,no,no,-3.4,92.649,-30.1,0.722,5018,yes
27406,51,admin.,married,5.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
7216,34,student,single,2.0,yes,no,1.1,93.994,-36.4,4.86,5191,no
33684,29,blue-collar,married,5.0,yes,no,-1.8,92.893,-46.2,1.281,5099,no
32412,40,blue-collar,married,3.0,no,no,-1.8,92.893,-46.2,1.313,5099,no
3501,55,unemployed,married,2.0,no,no,1.1,93.994,-36.4,4.86,5191,no
1234,55,admin.,married,5.0,no,no,1.1,93.994,-36.4,4.855,5191,no
27040,32,self-employed,married,7.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
25918,42,services,married,6.0,yes,yes,-0.1,93.2,-42.0,4.12,5196,no
39278,62,technician,married,,no,no,-1.8,93.369,-34.8,0.646,5009,no
12961,41,blue-collar,married,,yes,no,1.4,93.918,-42.7,4.962,5228,no
19853,29,admin.,single,7.0,no,no,1.4,93.444,-36.1,4.966,5228,no
31301,28,blue-collar,married,2.0,yes,no,-1.8,92.893,-46.2,1.334,5099,no
40270,52,admin.,married,6.0,yes,yes,-1.7,94.215,-40.3,0.893,4992,no
24950,43,blue-collar,married,4.0,no,yes,-0.1,93.2,-42.0,4.153,5196,no
33886,51,blue-collar,married,2.0,no,no,-1.8,92.893,-46.2,1.281,5099,no
2334,34,admin.,married,6.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
40312,71,retired,married,4.0,yes,yes,-1.7,94.215,-40.3,0.896,4992,yes
34981,53,services,married,3.0,no,no,-1.8,92.893,-46.2,1.25,5099,no
31246,57,management,married,7.0,no,no,-1.8,92.893,-46.2,1.334,5099,yes
18798,38,admin.,married,3.0,yes,no,1.4,93.918,-42.7,4.968,5228,no
41010,33,admin.,single,7.0,yes,no,-1.1,94.601,-49.5,1.025,4964,yes
25278,54,admin.,married,2.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
9076,42,blue-collar,divorced,5.0,no,yes,1.4,94.465,-41.8,4.866,5228,no
6721,27,blue-collar,married,4.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
15487,43,blue-collar,married,4.0,yes,no,1.4,93.918,-42.7,4.957,5228,no
3138,28,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.86,5191,no
36140,56,technician,married,2.0,no,no,-1.8,92.893,-46.2,1.27,5099,yes
29588,26,admin.,single,5.0,no,no,-1.8,93.075,-47.1,1.405,5099,yes
26899,29,technician,single,7.0,yes,yes,-0.1,93.2,-42.0,4.076,5196,no
39073,26,student,single,7.0,no,no,-3.0,92.713,-33.0,0.709,5024,no
7942,38,blue-collar,married,4.0,yes,no,1.4,94.465,-41.8,4.865,5228,no
35359,23,blue-collar,single,2.0,yes,no,-1.8,92.893,-46.2,1.25,5099,no
10670,40,admin.,married,7.0,yes,no,1.4,94.465,-41.8,4.961,5228,no
22626,31,technician,divorced,5.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
9951,50,blue-collar,divorced,2.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
41146,41,admin.,married,7.0,yes,no,-1.1,94.767,-50.8,1.04,4964,yes
34904,30,management,married,7.0,no,no,-1.8,92.893,-46.2,1.25,5099,no
9398,39,technician,married,6.0,yes,no,1.4,94.465,-41.8,4.967,5228,no
26816,31,services,married,6.0,no,no,-0.1,93.2,-42.0,4.076,5196,no
5094,50,admin.,divorced,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
36568,35,admin.,single,7.0,yes,no,-2.9,92.963,-40.8,1.26,5076,no
27733,24,services,single,,yes,no,-1.8,92.843,-50.0,1.799,5099,yes
23561,32,technician,single,7.0,yes,no,1.4,93.444,-36.1,4.962,5228,no
17460,51,services,married,5.0,yes,no,1.4,93.918,-42.7,4.962,5228,yes
28235,46,services,married,,yes,no,-1.8,93.075,-47.1,1.453,5099,no
32845,32,admin.,married,3.0,yes,no,-1.8,92.893,-46.2,1.299,5099,no
15874,31,admin.,single,5.0,yes,yes,1.4,93.918,-42.7,4.96,5228,no
33475,30,technician,single,6.0,no,no,-1.8,92.893,-46.2,1.291,5099,no
16070,60,retired,married,3.0,no,no,1.4,93.918,-42.7,4.961,5228,no
36991,30,admin.,married,7.0,no,no,-2.9,92.469,-33.6,1.059,5076,yes
31642,33,services,married,5.0,no,no,-1.8,92.893,-46.2,1.327,5099,no
16815,49,technician,married,2.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
20493,50,blue-collar,married,3.0,no,no,1.4,93.444,-36.1,4.966,5228,no
14774,50,blue-collar,married,4.0,yes,no,1.4,93.918,-42.7,4.957,5228,no
32765,55,retired,married,4.0,no,no,-1.8,92.893,-46.2,1.299,5099,no
9769,40,housemaid,single,7.0,no,no,1.4,94.465,-41.8,4.961,5228,no
19157,45,technician,married,6.0,yes,yes,1.4,93.444,-36.1,4.968,5228,no
40591,51,technician,married,7.0,yes,no,-1.1,94.199,-37.5,0.884,4964,no
40335,62,retired,married,2.0,no,no,-1.7,94.027,-38.3,0.898,4992,yes
22472,50,technician,married,7.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
30317,34,admin.,single,6.0,no,no,-1.8,93.075,-47.1,1.365,5099,no
33861,47,services,married,6.0,yes,no,-1.8,92.893,-46.2,1.281,5099,no
26075,49,admin.,single,4.0,yes,yes,-0.1,93.2,-42.0,4.12,5196,no
25401,29,unemployed,divorced,7.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
3659,34,blue-collar,married,2.0,no,no,1.1,93.994,-36.4,4.859,5191,no
9218,52,entrepreneur,married,7.0,no,yes,1.4,94.465,-41.8,4.967,5228,no
24111,33,self-employed,single,7.0,no,no,-0.1,93.2,-42.0,4.245,5196,no
15856,32,admin.,married,5.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
25006,32,management,married,7.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
474,57,blue-collar,divorced,2.0,no,no,1.1,93.994,-36.4,4.857,5191,no
36267,33,admin.,married,7.0,no,no,-2.9,92.963,-40.8,1.266,5076,yes
37187,53,technician,married,6.0,yes,no,-2.9,92.201,-31.4,0.883,5076,no
39028,64,housemaid,married,2.0,no,no,-3.0,92.713,-33.0,0.714,5024,yes
21995,29,technician,single,7.0,no,no,1.4,93.444,-36.1,4.964,5228,no
25500,29,admin.,divorced,4.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
9372,60,self-employed,married,6.0,no,no,1.4,94.465,-41.8,4.967,5228,no
22889,40,technician,married,6.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
16320,26,blue-collar,single,4.0,yes,no,1.4,93.918,-42.7,4.961,5228,no
14279,29,blue-collar,married,4.0,no,no,1.4,93.918,-42.7,4.962,5228,no
22334,59,services,married,2.0,no,no,1.4,93.444,-36.1,4.963,5228,no
6113,37,admin.,married,5.0,no,no,1.1,93.994,-36.4,4.857,5191,no
9312,36,technician,married,5.0,no,no,1.4,94.465,-41.8,4.967,5228,no
21069,31,technician,married,5.0,no,no,1.4,93.444,-36.1,4.964,5228,no
32139,35,services,single,5.0,yes,yes,-1.8,92.893,-46.2,1.313,5099,no
11414,40,blue-collar,married,5.0,yes,yes,1.4,94.465,-41.8,4.959,5228,no
28049,50,self-employed,single,4.0,no,no,-1.8,93.075,-47.1,1.483,5099,no
31706,41,management,married,7.0,no,yes,-1.8,92.893,-46.2,1.327,5099,no
15910,31,blue-collar,married,4.0,yes,yes,1.4,93.918,-42.7,4.96,5228,no
8311,34,services,married,5.0,no,no,1.4,94.465,-41.8,4.864,5228,no
16939,29,technician,single,6.0,no,no,1.4,93.918,-42.7,4.962,5228,no
17354,42,admin.,married,4.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
16393,24,services,single,4.0,no,no,1.4,93.918,-42.7,4.963,5228,no
38419,42,blue-collar,married,6.0,yes,no,-3.4,92.431,-26.9,0.735,5018,yes
34908,36,blue-collar,single,4.0,yes,no,-1.8,92.893,-46.2,1.25,5099,no
1505,33,admin.,married,5.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
21334,45,admin.,married,5.0,yes,yes,1.4,93.444,-36.1,4.963,5228,no
7542,41,entrepreneur,married,7.0,yes,no,1.1,93.994,-36.4,4.864,5191,yes
13336,27,admin.,married,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
19005,43,admin.,single,7.0,yes,no,1.4,93.444,-36.1,4.968,5228,yes
7998,36,services,single,3.0,no,no,1.4,94.465,-41.8,4.865,5228,no
15314,22,blue-collar,single,3.0,no,no,1.4,93.918,-42.7,4.957,5228,no
1227,43,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.855,5191,no
40880,28,admin.,single,5.0,no,no,-1.1,94.601,-49.5,0.959,4964,yes
34050,34,blue-collar,married,,yes,no,-1.8,92.893,-46.2,1.281,5099,yes
33246,40,blue-collar,single,5.0,no,no,-1.8,92.893,-46.2,1.291,5099,no
26473,31,services,married,5.0,no,no,-0.1,93.2,-42.0,4.076,5196,no
21906,57,services,married,6.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
17609,30,admin.,married,,no,no,1.4,93.918,-42.7,4.962,5228,no
38561,67,admin.,married,2.0,no,no,-3.4,92.431,-26.9,0.722,5018,yes
14174,49,management,married,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
38621,47,technician,divorced,5.0,yes,no,-3.4,92.649,-30.1,0.722,5018,yes
3600,41,blue-collar,married,2.0,no,no,1.1,93.994,-36.4,4.859,5191,no
27048,57,management,married,7.0,no,no,-0.1,93.2,-42.0,4.021,5196,no
22415,33,admin.,married,7.0,no,no,1.4,93.444,-36.1,4.964,5228,no
33162,59,services,divorced,3.0,yes,no,-1.8,92.893,-46.2,1.291,5099,no
39342,80,retired,married,2.0,yes,no,-1.8,93.369,-34.8,0.635,5009,yes
33219,33,blue-collar,married,5.0,no,no,-1.8,92.893,-46.2,1.291,5099,no
41064,29,technician,single,7.0,no,no,-1.1,94.767,-50.8,1.05,4964,no
5870,44,blue-collar,single,6.0,no,no,1.1,93.994,-36.4,4.857,5191,no
34573,28,blue-collar,married,4.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
33111,50,management,divorced,7.0,no,no,-1.8,92.893,-46.2,1.291,5099,no
26203,31,services,married,4.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
18569,42,blue-collar,married,4.0,yes,no,1.4,93.918,-42.7,4.968,5228,no
22139,34,technician,married,6.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
33405,37,technician,single,7.0,no,yes,-1.8,92.893,-46.2,1.291,5099,no
30534,35,services,married,5.0,no,no,-1.8,92.893,-46.2,1.354,5099,no
39539,28,admin.,single,,yes,no,-1.8,93.749,-34.6,0.654,5009,yes
11540,41,blue-collar,married,4.0,yes,yes,1.4,94.465,-41.8,4.959,5228,no
40324,31,student,single,,no,no,-1.7,94.027,-38.3,0.898,4992,no
13812,33,admin.,single,5.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
6937,40,technician,married,4.0,yes,no,1.1,93.994,-36.4,4.86,5191,yes
21990,44,blue-collar,married,4.0,no,no,1.4,93.444,-36.1,4.964,5228,no
11012,59,retired,married,4.0,yes,no,1.4,94.465,-41.8,4.962,5228,yes
36247,25,technician,married,7.0,no,no,-2.9,92.963,-40.8,1.266,5076,no
4410,44,blue-collar,married,2.0,no,no,1.1,93.994,-36.4,4.856,5191,no
35307,29,admin.,single,7.0,yes,no,-1.8,92.893,-46.2,1.25,5099,no
13307,28,technician,single,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
1468,34,blue-collar,married,2.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
37717,29,admin.,married,7.0,yes,no,-2.9,92.201,-31.4,0.851,5076,no
33471,50,blue-collar,married,4.0,no,yes,-1.8,92.893,-46.2,1.291,5099,no
30427,24,student,single,5.0,no,yes,-1.8,93.075,-47.1,1.365,5099,no
28405,30,self-employed,single,7.0,no,no,-1.8,93.075,-47.1,1.435,5099,no
19117,49,admin.,married,7.0,no,yes,1.4,93.444,-36.1,4.968,5228,no
29234,43,blue-collar,married,4.0,no,yes,-1.8,93.075,-47.1,1.405,5099,no
34714,31,blue-collar,single,6.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
12577,33,blue-collar,married,4.0,no,yes,1.4,93.918,-42.7,4.96,5228,no
21402,31,admin.,single,7.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
3225,40,unemployed,divorced,5.0,no,no,1.1,93.994,-36.4,4.86,5191,no
23829,36,admin.,single,7.0,no,yes,1.4,93.444,-36.1,4.963,5228,no
29960,52,technician,married,6.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
8849,39,services,divorced,5.0,no,no,1.4,94.465,-41.8,4.866,5228,no
12393,29,unemployed,divorced,7.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
1217,51,unemployed,married,5.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
33573,31,admin.,married,5.0,,,-1.8,92.893,-46.2,1.291,5099,no
33995,33,blue-collar,married,3.0,yes,no,-1.8,92.893,-46.2,1.281,5099,no
20304,30,technician,married,5.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
24302,48,admin.,divorced,5.0,yes,no,-0.1,93.2,-42.0,4.191,5196,no
1919,34,admin.,single,5.0,no,no,1.1,93.994,-36.4,4.855,5191,no
34543,37,services,single,5.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
7001,48,blue-collar,married,3.0,yes,no,1.1,93.994,-36.4,4.86,5191,no
34536,35,blue-collar,married,4.0,no,no,-1.8,92.893,-46.2,1.266,5099,no
14986,25,admin.,married,5.0,no,no,1.4,93.918,-42.7,4.958,5228,no
9566,32,blue-collar,married,4.0,no,no,1.4,94.465,-41.8,4.961,5228,no
10832,31,blue-collar,single,4.0,no,no,1.4,94.465,-41.8,4.962,5228,no
23742,31,admin.,divorced,5.0,no,no,1.4,93.444,-36.1,4.962,5228,no
22773,58,admin.,divorced,7.0,no,yes,1.4,93.444,-36.1,4.965,5228,no
4614,46,services,married,6.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
34969,35,services,single,5.0,,,-1.8,92.893,-46.2,1.25,5099,no
5837,37,technician,married,6.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
21841,32,management,married,7.0,no,no,1.4,93.444,-36.1,4.964,5228,no
15546,28,admin.,married,7.0,yes,no,1.4,93.918,-42.7,4.957,5228,no
5611,50,services,married,5.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
39220,34,admin.,single,7.0,yes,no,-1.8,93.369,-34.8,0.652,5009,yes
16128,39,technician,married,6.0,no,no,1.4,93.918,-42.7,4.961,5228,no
25950,36,admin.,single,7.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
3397,28,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.86,5191,no
11671,26,admin.,single,4.0,no,no,1.4,94.465,-41.8,4.959,5228,no
2292,30,admin.,single,7.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
37138,34,technician,single,6.0,yes,no,-2.9,92.201,-31.4,0.884,5076,no
5349,26,blue-collar,married,3.0,yes,yes,1.1,93.994,-36.4,4.857,5191,no
31823,45,blue-collar,married,2.0,,,-1.8,92.893,-46.2,1.327,5099,no
24358,56,management,married,6.0,no,no,-0.1,93.2,-42.0,4.191,5196,no
33906,39,blue-collar,married,4.0,yes,no,-1.8,92.893,-46.2,1.281,5099,no
33527,38,admin.,divorced,7.0,no,no,-1.8,92.893,-46.2,1.291,5099,no
22737,39,technician,married,6.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
3354,25,blue-collar,single,4.0,no,no,1.1,93.994,-36.4,4.86,5191,no
36858,39,blue-collar,married,4.0,yes,no,-2.9,92.963,-40.8,1.252,5076,no
6034,45,services,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
17329,36,admin.,married,7.0,yes,yes,1.4,93.918,-42.7,4.962,5228,no
33783,29,admin.,single,5.0,no,no,-1.8,92.893,-46.2,1.281,5099,no
27327,55,admin.,single,7.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
772,41,management,married,,yes,no,1.1,93.994,-36.4,4.856,5191,no
31236,31,technician,single,,yes,no,-1.8,92.893,-46.2,1.334,5099,no
34999,47,blue-collar,married,5.0,yes,no,-1.8,92.893,-46.2,1.25,5099,no
20353,35,technician,married,7.0,yes,no,1.4,93.444,-36.1,4.966,5228,no
2853,40,blue-collar,married,5.0,no,no,1.1,93.994,-36.4,4.859,5191,yes
31591,32,admin.,married,5.0,no,no,-1.8,92.893,-46.2,1.327,5099,no
11784,40,admin.,single,5.0,yes,yes,1.4,94.465,-41.8,4.959,5228,no
28774,34,blue-collar,married,2.0,yes,no,-1.8,93.075,-47.1,1.41,5099,no
25714,35,admin.,married,7.0,yes,no,-0.1,93.2,-42.0,4.12,5196,yes
17023,55,,married,2.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
11154,53,admin.,single,5.0,no,no,1.4,94.465,-41.8,4.961,5228,no
5232,59,technician,divorced,7.0,no,no,1.1,93.994,-36.4,4.857,5191,no
1923,29,admin.,married,5.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
29216,37,technician,divorced,5.0,no,no,-1.8,93.075,-47.1,1.405,5099,no
26291,30,blue-collar,single,7.0,no,yes,-0.1,93.2,-42.0,4.076,5196,no
26061,44,services,married,5.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
917,48,retired,married,4.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
39229,34,admin.,single,7.0,yes,no,-1.8,93.369,-34.8,0.652,5009,no
26710,31,admin.,single,7.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
1254,32,technician,married,7.0,no,yes,1.1,93.994,-36.4,4.855,5191,no
26195,53,blue-collar,married,4.0,no,no,-0.1,93.2,-42.0,4.076,5196,no
31323,51,entrepreneur,single,4.0,no,yes,-1.8,92.893,-46.2,1.334,5099,no
11811,38,blue-collar,single,4.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
38874,48,technician,married,6.0,yes,no,-3.4,92.649,-30.1,0.714,5018,no
22114,49,blue-collar,married,5.0,no,no,1.4,93.444,-36.1,4.963,5228,no
259,33,admin.,married,5.0,no,yes,1.1,93.994,-36.4,4.857,5191,no
4902,56,entrepreneur,married,7.0,no,yes,1.1,93.994,-36.4,4.858,5191,yes
12465,32,management,single,7.0,no,no,1.4,93.918,-42.7,4.96,5228,no
12828,41,admin.,single,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
39467,25,self-employed,single,,no,no,-1.8,93.749,-34.6,0.643,5009,no
36638,42,admin.,married,7.0,yes,no,-2.9,92.963,-40.8,1.26,5076,no
1026,37,blue-collar,single,4.0,no,no,1.1,93.994,-36.4,4.856,5191,no
11801,58,retired,divorced,6.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
8776,49,admin.,divorced,7.0,no,no,1.4,94.465,-41.8,4.866,5228,no
20194,50,technician,married,6.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
4422,60,services,married,,no,no,1.1,93.994,-36.4,4.856,5191,no
