"","X","age","job","marital","education","housing","loan","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"11430",11430,45,"blue-collar","married","4","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11431",11431,46,"blue-collar","married","3","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11432",11432,40,"management","married","NA","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11433",11433,31,"housemaid","married","2","NA","NA",1.4,94.465,-41.8,4.959,5228,"no"
"11434",11434,39,"blue-collar","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11435",11435,31,"admin.","single","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11436",11436,45,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11437",11437,49,"management","married","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11438",11438,33,"blue-collar","divorced","3","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11439",11439,38,"admin.","single","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11440",11440,48,"blue-collar","married","2","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11441",11441,48,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11442",11442,31,"admin.","single","7","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11443",11443,47,"blue-collar","divorced","2","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11444",11444,46,"admin.","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"yes"
"11445",11445,49,"admin.","divorced","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11446",11446,51,"management","married","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11447",11447,36,"self-employed","divorced","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11448",11448,29,"blue-collar","single","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11449",11449,45,"blue-collar","married","4","no","yes",1.4,94.465,-41.8,4.959,5228,"yes"
"11450",11450,40,"self-employed","married","6","yes","yes",1.4,94.465,-41.8,4.959,5228,"yes"
"11451",11451,39,"entrepreneur","married","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11452",11452,49,"technician","divorced","NA","NA","NA",1.4,94.465,-41.8,4.959,5228,"no"
"11453",11453,29,"blue-collar","single","4","NA","NA",1.4,94.465,-41.8,4.959,5228,"no"
"11454",11454,29,"blue-collar","single","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11455",11455,52,"entrepreneur","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11456",11456,29,"blue-collar","single","4","NA","NA",1.4,94.465,-41.8,4.959,5228,"no"
"11457",11457,58,"entrepreneur","married","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11458",11458,37,"services","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11459",11459,34,"management","married","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11460",11460,35,"entrepreneur","married","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11461",11461,49,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11462",11462,49,"blue-collar","married","2","NA","NA",1.4,94.465,-41.8,4.959,5228,"no"
"11463",11463,56,"retired","divorced","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11464",11464,34,"admin.","married","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11465",11465,40,"technician","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11466",11466,29,"admin.","married","7","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11467",11467,40,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11468",11468,59,"retired","divorced","2","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11469",11469,37,"admin.","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11470",11470,37,"housemaid","married","5","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11471",11471,49,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"yes"
"11472",11472,40,"management","married","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11473",11473,57,"management","married","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11474",11474,37,"technician","married","3","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11475",11475,40,"blue-collar","divorced","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11476",11476,40,"technician","divorced","7","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11477",11477,47,"NA","married","NA","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11478",11478,40,"blue-collar","married","NA","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11479",11479,50,"services","divorced","6","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11480",11480,34,"admin.","divorced","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11481",11481,46,"blue-collar","married","3","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11482",11482,48,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11483",11483,36,"blue-collar","married","2","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11484",11484,53,"NA","married","NA","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11485",11485,30,"blue-collar","single","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11486",11486,53,"self-employed","divorced","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11487",11487,30,"technician","married","6","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11488",11488,32,"services","single","3","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11489",11489,46,"entrepreneur","divorced","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11490",11490,32,"services","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11491",11491,37,"services","married","5","NA","NA",1.4,94.465,-41.8,4.959,5228,"no"
"11492",11492,42,"blue-collar","married","3","no","no",1.4,94.465,-41.8,4.959,5228,"yes"
"11493",11493,49,"admin.","divorced","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11494",11494,37,"entrepreneur","married","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11495",11495,42,"unemployed","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11496",11496,24,"entrepreneur","single","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11497",11497,57,"retired","married","5","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11498",11498,47,"services","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11499",11499,47,"services","married","3","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11500",11500,38,"services","married","4","NA","NA",1.4,94.465,-41.8,4.959,5228,"no"
"11501",11501,33,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11502",11502,43,"blue-collar","married","2","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11503",11503,51,"unemployed","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11504",11504,48,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11505",11505,36,"services","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11506",11506,32,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11507",11507,26,"management","single","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11508",11508,37,"services","single","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11509",11509,45,"entrepreneur","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11510",11510,52,"admin.","divorced","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11511",11511,60,"retired","divorced","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11512",11512,45,"management","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11513",11513,49,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11514",11514,59,"entrepreneur","married","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11515",11515,40,"admin.","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11516",11516,36,"admin.","married","7","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11517",11517,35,"technician","married","6","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11518",11518,38,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11519",11519,38,"admin.","single","4","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11520",11520,41,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11521",11521,43,"unemployed","married","6","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11522",11522,52,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11523",11523,56,"technician","married","NA","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11524",11524,28,"student","single","6","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11525",11525,36,"housemaid","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11526",11526,53,"retired","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11527",11527,25,"admin.","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11528",11528,50,"services","divorced","NA","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11529",11529,29,"technician","single","7","yes","yes",1.4,94.465,-41.8,4.959,5228,"yes"
"11530",11530,50,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11531",11531,52,"retired","married","5","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11532",11532,31,"blue-collar","married","3","no","no",1.4,94.465,-41.8,4.959,5228,"yes"
"11533",11533,52,"retired","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11534",11534,34,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11535",11535,50,"technician","married","6","yes","yes",1.4,94.465,-41.8,4.959,5228,"yes"
"11536",11536,45,"management","married","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11537",11537,36,"self-employed","single","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11538",11538,41,"blue-collar","married","2","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11539",11539,42,"admin.","married","3","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11540",11540,41,"blue-collar","married","4","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11541",11541,35,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11542",11542,52,"admin.","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11543",11543,46,"management","married","3","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11544",11544,38,"blue-collar","married","2","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11545",11545,34,"management","married","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11546",11546,35,"blue-collar","married","3","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11547",11547,55,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11548",11548,32,"blue-collar","married","6","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11549",11549,37,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"yes"
"11550",11550,32,"blue-collar","married","6","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11551",11551,45,"management","married","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11552",11552,36,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"yes"
"11553",11553,41,"management","married","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11554",11554,54,"blue-collar","divorced","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11555",11555,55,"unemployed","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11556",11556,29,"technician","married","6","yes","no",1.4,94.465,-41.8,4.959,5228,"yes"
"11557",11557,39,"technician","single","6","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11558",11558,53,"technician","married","6","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11559",11559,41,"blue-collar","married","6","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11560",11560,58,"blue-collar","married","2","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11561",11561,36,"admin.","married","7","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11562",11562,44,"services","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11563",11563,31,"blue-collar","single","4","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11564",11564,38,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11565",11565,33,"admin.","married","6","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11566",11566,58,"management","married","3","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11567",11567,58,"blue-collar","married","2","yes","no",1.4,94.465,-41.8,4.959,5228,"yes"
"11568",11568,50,"admin.","divorced","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11569",11569,44,"admin.","divorced","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11570",11570,39,"unemployed","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11571",11571,33,"admin.","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11572",11572,43,"technician","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11573",11573,36,"self-employed","divorced","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11574",11574,44,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11575",11575,43,"admin.","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"yes"
"11576",11576,31,"blue-collar","married","3","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11577",11577,27,"services","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11578",11578,49,"blue-collar","married","2","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11579",11579,35,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11580",11580,48,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11581",11581,47,"services","married","3","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11582",11582,36,"blue-collar","married","6","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11583",11583,42,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11584",11584,59,"retired","married","2","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11585",11585,57,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11586",11586,54,"technician","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11587",11587,53,"blue-collar","married","4","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11588",11588,27,"admin.","single","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11589",11589,44,"unemployed","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11590",11590,35,"management","divorced","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11591",11591,26,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11592",11592,34,"blue-collar","married","3","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11593",11593,43,"technician","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11594",11594,33,"services","single","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11595",11595,36,"blue-collar","single","4","NA","NA",1.4,94.465,-41.8,4.959,5228,"no"
"11596",11596,35,"admin.","married","5","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11597",11597,46,"technician","divorced","6","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11598",11598,34,"admin.","single","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11599",11599,56,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11600",11600,28,"admin.","single","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11601",11601,54,"unemployed","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11602",11602,35,"blue-collar","single","3","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11603",11603,29,"admin.","married","7","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11604",11604,40,"admin.","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11605",11605,38,"blue-collar","single","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11606",11606,40,"entrepreneur","single","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11607",11607,28,"blue-collar","married","4","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11608",11608,46,"admin.","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11609",11609,36,"blue-collar","married","4","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11610",11610,43,"services","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11611",11611,42,"management","married","3","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11612",11612,36,"admin.","married","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11613",11613,58,"admin.","married","NA","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11614",11614,35,"blue-collar","single","3","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11615",11615,52,"management","married","NA","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11616",11616,27,"services","single","5","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11617",11617,28,"services","married","NA","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11618",11618,56,"self-employed","single","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11619",11619,37,"blue-collar","married","NA","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11620",11620,36,"technician","single","NA","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11621",11621,48,"management","married","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11622",11622,40,"self-employed","married","6","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11623",11623,32,"admin.","single","7","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11624",11624,58,"retired","divorced","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11625",11625,43,"technician","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11626",11626,48,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11627",11627,49,"services","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11628",11628,36,"blue-collar","married","4","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11629",11629,43,"admin.","single","6","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11630",11630,31,"admin.","single","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11631",11631,35,"services","single","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11632",11632,35,"technician","single","6","NA","NA",1.4,94.465,-41.8,4.959,5228,"no"
"11633",11633,58,"blue-collar","married","NA","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11634",11634,46,"housemaid","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11635",11635,55,"admin.","divorced","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11636",11636,41,"technician","married","6","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11637",11637,34,"admin.","married","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11638",11638,41,"admin.","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11639",11639,50,"unemployed","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11640",11640,28,"blue-collar","married","3","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11641",11641,33,"blue-collar","single","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11642",11642,46,"blue-collar","divorced","3","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11643",11643,59,"retired","married","6","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11644",11644,46,"admin.","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11645",11645,29,"admin.","single","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11646",11646,39,"entrepreneur","divorced","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11647",11647,53,"blue-collar","married","2","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11648",11648,35,"admin.","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11649",11649,41,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11650",11650,57,"retired","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11651",11651,39,"services","divorced","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11652",11652,58,"retired","married","6","no","no",1.4,94.465,-41.8,4.959,5228,"no"
